icliente,clientedesde
TFDANF,2020-10-23
T09656,2009-04-23
TDCH6S,2023-02-08
TEZBTH,2013-02-05
TDCHCM,2024-08-30
TDCDA1,2017-03-09
TFCYW1,2021-09-15
T50734,2007-01-19
TEXHPI,2011-11-21
TFDACG,2022-01-11
TB6225,2017-02-05
T25254,2009-10-16
TDC0PZ,2019-11-01
TFDBUD,2022-03-31
T13934,2005-08-10
TEZDK0,2013-07-16
TDCCAJ,2020-09-10
T76118,2010-05-03
TDCECE,2022-01-28
TFDN29,2023-05-11
TDCFFJ,2024-07-17
TFBTRE,2018-02-27
TFDBWS,2022-04-06
TDC42B,2020-08-11
TDCFLM,2022-02-01
TDCGLU,2024-01-15
TFCN33,2020-01-08
T53699,2005-04-01
TEZSOM,2016-08-25
TDC33K,2019-10-08
T29393,1996-01-12
TFDIEK,2023-01-31
TDC35C,2015-01-01
TFCKDR,2019-09-23
TFDGJN,2017-12-19
T37265,2012-12-21
TFCVAS,2021-03-19
TFDDJR,2022-06-28
TDCH3P,2022-09-30
TFDRE6,2023-12-27
T25978,2011-11-30
TFDQN2,2023-11-17
TFDVDT,2024-08-12
TFEE29,2025-01-31
T06376,2000-05-25
TFDIHZ,2023-02-07
T74756,2010-05-28
TDCE9N,2021-02-19
TFECYL,2024-12-03
T58233,2012-09-27
TEZIRS,2014-10-30
TDCG5D,2018-08-29
TEZCVK,2013-05-27
TFED12,2024-12-05
TEZGIV,2014-03-31
TEZFZF,2014-02-21
TFCYHL,2021-08-25
TFDSHI,2024-03-21
TFECPO,2024-11-22
TEZSOY,2016-08-26
TFDUJZ,2022-11-11
TDCCQK,2022-12-01
TFDH34,2022-11-30
TEZEB8,2013-09-16
TFCWLI,2021-05-31
TEVVMX,2013-11-29
TFDGF7,2022-10-24
TA2826,2010-02-22
TFDV49,2022-10-27
TDCABU,2023-03-14
TFCUKG,2021-02-12
TDCEEV,2023-01-02
TDCFBW,2019-02-06
TDCFQS,2019-03-19
TFEDTL,2025-01-20
TEZBFK,2012-12-27
TDCACO,2023-04-12
TEZCH0,2013-05-06
TFBXL8,2011-04-14
TFBKUH,2017-08-01
TFCLKJ,2019-10-31
TDCA2A,2022-02-22
TFDUWK,2024-08-07
TAAONL,2010-09-30
T14063,2005-07-29
TDCG0H,2020-11-30
TFDQTS,2023-11-30
TFDAAQ,2021-12-31
TEZH81,2014-05-23
TFDPYJ,2023-10-03
TFDUMU,2024-06-28
T11180,2004-08-30
TFCTKD,2017-03-14
TFCMEM,2019-11-28
T15467,2010-10-27
TEZMHC,2015-09-30
TFCUDE,2012-02-27
TFCW53,2021-05-06
TDC85D,2021-11-25
TDCGFH,2024-06-13
TDCGVP,2022-08-19
TDCCJI,2016-04-19
TEYT42,2012-07-24
TFDUB1,2024-05-29
TA0719,2010-04-29
TFCOI4,2020-02-28
TEZJGS,2014-12-23
TFBXLI,2017-01-04
TFDQNV,2023-11-20
TFECTE,2024-11-28
TFDCZZ,2022-06-02
TDCC5T,2021-09-30
T62003,2005-07-07
T61126,2010-12-27
TDCHBC,2024-10-01
T06449,2000-06-20
T14012,2004-12-16
T80055,2006-09-28
TFDPFT,2023-08-31
TFDBKD,2022-03-22
TFDKKC,2023-04-28
TDCCLP,2021-08-20
TDCFQ4,2022-06-06
TFBY24,2017-06-21
TEWLVK,2012-05-15
T76763,2010-04-06
TDCH4F,2020-12-11
TDCA4M,2021-02-02
T51994,2012-05-30
TDCCMN,2018-12-06
T81201,2010-04-22
TFCZJX,2022-02-03
TEZIGS,2014-09-26
T16621,2007-08-30
T98884,2010-04-22
T81472,2010-02-03
TFCVWG,2021-04-30
TFCVXQ,2021-04-30
TEZLJF,2015-07-07
TDCFA5,2024-06-19
TEWRO6,2011-08-09
TDCD19,2024-02-26
TDCGJT,2021-07-06
T55270,2021-11-01
T45675,2010-03-12
TEZOUC,2016-06-24
TFCYX4,2023-04-28
T15580,2006-10-04
TB2803,2014-10-10
TDCGUF,2022-10-21
T32848,2007-12-13
TCAQWQ,2016-11-09
T42836,2009-11-19
TDCGM2,2023-12-26
TFDRIH,2024-01-12
TDC0J8,2019-11-01
TFBYLI,2018-07-31
T15456,2006-08-14
TFDUOG,2024-06-28
T16582,2007-07-26
TDCH5Y,2018-08-16
TFDFK7,2022-11-24
TDCCML,2017-06-06
TFDUE9,2024-06-05
TDCDJI,2019-06-06
TFDBFQ,2023-04-14
TCBLLU,2015-07-28
TDCDTX,2023-05-19
T49295,2008-03-31
T32484,2011-07-06
TC8400,2013-11-14
TFDQH1,2023-10-31
T43952,2009-11-12
TDC0J0,2019-02-01
T02202,2000-12-20
TFDQE9,2023-10-27
TA3692,2014-05-12
TDCE5E,2018-07-24
TFEDKX,2025-01-10
TFDN13,2023-05-11
TEXKIE,2011-12-29
TA3905,2007-11-09
TFD578,2021-11-30
TB1096,2023-10-25
TFDRRX,2024-02-05
T81684,2008-03-24
TFCJGR,2019-08-20
TDCGQF,2020-10-29
TFCWND,2021-05-31
T73876,2010-02-03
TDCG6C,2022-07-12
TFDOPX,2023-07-31
TFDDNV,2022-06-30
TFDKKT,2023-04-27
T53489,2012-08-28
TEZIJ7,2014-09-28
TDCAEN,2023-04-20
TDCEOY,2016-07-01
TEVVV9,2010-04-22
TDC023,2010-02-01
TFEEOR,2025-02-28
T81545,2009-08-18
TFDUFE,2024-06-07
T60435,2009-06-03
TB4172,2015-03-25
TFBKIU,2017-06-29
T53010,2013-03-06
TB4788,2015-06-05
TFBMP1,2013-10-24
TDC88O,2020-02-12
TEZMI3,2015-09-30
TDCFIM,2022-08-16
TFCMDN,2019-11-28
TDCD34,2022-05-03
TFDQXL,2023-12-01
TFDVHC,2024-08-21
TDCA7G,2022-09-28
TEVVVO,2004-02-16
TA3755,2015-03-02
T81709,2009-11-09
TDC04B,2024-07-04
TDCFYJ,2014-09-05
T77620,2022-09-21
TFBLZ4,2016-05-13
T77270,2012-08-11
TFEBSD,2024-10-03
TFCXEZ,2020-02-10
T84733,2010-09-13
T42308,2005-10-31
TDCF1L,2021-08-05
TFDGAB,2022-10-19
TFA753,2016-11-24
T52694,2010-04-05
TFDHL9,2022-12-21
T51425,2012-03-26
TEZHR7,2014-07-30
T20994,2011-03-17
TFBRBL,2017-12-11
TDCCKZ,2021-11-09
TFDS35,2024-02-28
T32065,2013-04-04
TFDOBH,2023-06-30
TFDRK0,2024-01-18
T59290,2011-07-12
T16759,2007-09-21
TCAWN0,2012-07-02
TA2963,2008-11-12
TB5383,2016-02-10
TFDJDM,2023-03-28
TFDS13,2024-02-28
TFCBKW,2015-10-05
TFBZLA,2018-04-18
T79557,2008-10-22
TB5078,2015-11-05
T29964,1995-08-09
TFECR3,2024-11-26
T05797,1999-12-31
TEZUUG,2016-09-30
TB4988,2013-09-05
TDCH0A,2022-10-11
T75243,2010-05-17
TFCIT0,2019-07-29
TDCELX,2020-04-15
TFDQTE,2023-12-01
TFDHWO,2023-01-10
TCAJLC,2015-12-17
T76001,2009-11-27
T34957,2013-08-20
T03450,1998-02-02
TCBINB,2012-03-14
TB1362,2014-06-25
TEZGUV,2014-04-30
TC2857,2012-12-04
TDCGWU,2024-08-22
T54415,2009-12-11
TFDFKD,2022-09-22
T56291,1997-12-15
T61585,2009-11-19
TDCH0N,2022-05-12
T41764,2002-02-28
T75573,2008-02-25
TB2622,2011-10-25
T15560,2006-09-28
TFDHXZ,2023-01-12
TEZFVF,2013-12-03
T26313,2012-12-18
TFC071,2018-07-12
TFDFXF,2022-10-07
TFCVE9,2021-03-25
TFECAD,2024-10-31
TEWP91,2011-06-21
TFECP1,2024-11-21
T55539,2013-01-15
TFCIBJ,2019-06-19
TFCPH7,2014-06-30
T89992,2009-12-03
TFCTBZ,2021-04-30
TEZOHE,2011-03-31
TFDVDI,2024-08-09
TFDUGW,2024-06-15
TFDMBQ,2023-04-28
TDCCMW,2021-10-06
TFDPDN,2023-08-29
TDCFG5,2018-12-06
TFCLJL,2019-10-30
TEVS97,2010-09-22
TFDRGV,2024-01-04
TFBKIA,2017-06-29
TFDC39,2022-04-20
TFAIL1,2010-08-27
TA2836,2010-04-03
TFDVC9,2024-08-20
TFBXPD,2016-01-14
TFBNFD,2012-02-27
TDC33Q,2017-09-05
TFEDFP,2024-12-23
TCBJ30,2014-03-26
TFCVE0,2021-03-26
TFDSPG,2024-05-02
TDCCLZ,2022-04-29
TFDNI8,2023-05-29
TFDRV0,2024-02-19
TFEDGF,2024-12-26
TFDB73,2022-02-25
TFBTBH,2018-01-31
TFCDW5,2019-01-03
T16995,2007-12-13
TEYVPH,2010-05-18
TDCG2O,2024-05-29
TFBXX1,2013-01-18
T35033,2010-09-13
TFCXO0,2021-07-13
TFDRCT,2024-02-28
T35509,2012-12-21
TDCCM6,2022-11-14
TFDHF8,2022-12-19
T60430,2010-07-07
TA3799,2002-12-19
T50750,2007-02-12
TFCNMH,2020-01-28
TFDGF9,2022-10-26
TFCGYD,2016-12-07
TFDS01,2024-02-27
TFDTL9,2024-04-18
T04697,1999-04-15
TCBTCJ,2017-09-05
TDC1LS,2020-06-01
T25006,2012-12-17
TC3698,2015-07-27
TFDAW2,2022-02-15
TEZSQB,2016-08-30
TFDCXB,2022-05-31
T77352,2012-01-03
TFCJVK,2019-09-05
TEWU57,2011-08-29
TFEBWK,2024-10-15
TAAKBN,2011-01-11
TEZK60,2015-03-12
TFCVRY,2021-04-26
TFCLFN,2019-10-28
T57936,2010-06-30
TFDGNH,2022-11-07
T47723,2005-06-13
TFCCMX,2014-06-27
TFDCP9,2022-05-23
TFEBLO,2024-09-26
TDCDCS,2023-07-17
TFCLPP,2019-11-04
TEZAZ9,2012-11-13
TFDUYV,2024-07-25
TDCABO,2023-03-02
TDCGN7,2022-09-27
TEZMEM,2015-09-11
TEZMIS,2015-09-10
TFBT24,2018-01-31
T43789,2002-01-01
TFCBW9,2018-10-31
T10159,2010-02-24
TDCGM5,2023-01-12
TFCMYC,2019-12-30
TDCGVJ,2023-04-14
TB1934,2012-10-25
TDCG9U,2016-04-15
TDCEAG,2022-05-27
TEZDFI,2013-06-25
TFCMLS,2019-12-06
TA2604,2010-10-28
TFDPTA,2023-09-26
TFECTR,2024-11-28
TFCZ42,2021-09-24
T55956,2002-01-01
TFDQQ9,2023-11-24
TFDPQK,2023-09-20
TB3552,2013-03-23
TDCDYN,2022-03-07
TCBLOF,2016-09-09
TFCFJQ,2019-03-14
TDCF4N,2023-09-01
TCAYK0,2011-11-08
TFDPT0,2023-09-25
TFCM06,2019-11-20
TFCOXY,2020-03-26
T31146,2009-11-11
TDCE4D,2019-02-06
TFDRG1,2021-09-30
TFDGH1,2022-10-27
TDC0AZ,2019-04-01
TFBXHH,2013-01-18
TFBXHM,2017-08-07
TFAGPE,2016-12-16
TFDUQV,2024-06-30
TEWAA8,2003-10-22
TB1640,2014-01-05
TFECV1,2024-11-29
TEXSP0,2012-03-30
TFDQUK,2023-11-30
T27008,2009-10-27
T92246,2004-07-30
TEZM89,2015-08-27
T03013,2008-12-01
TB4615,2015-10-10
TFEETF,2025-03-11
TC3843,2005-08-15
TFCROE,2020-09-21
TDCEFK,2023-11-28
TDCCQ6,2020-12-14
TDCCZL,2022-01-28
TFBWZ2,2018-04-27
T41917,2011-09-05
TFBZQ5,2018-06-25
TFCX12,2021-06-24
TAA637,2010-08-27
TDCDSZ,2014-05-08
TFCPUN,2014-05-30
TDC0GW,2017-05-01
T60447,2013-01-24
T35446,2012-06-29
TFCEZ9,2019-02-20
TDCFMK,2020-10-09
TFEBO7,2024-09-30
TB1645,2011-03-20
T16237,2007-03-14
TEZDT9,2013-08-09
T22396,2013-02-07
T51026,2007-03-30
TDCCG8,2021-12-27
TD0679,2017-02-24
T04366,1999-01-06
TDC81P,2022-05-31
TFDI69,2023-01-26
TFDPUF,2023-09-26
TDCF2M,2020-09-22
TFCFT6,2019-03-28
TFDIBZ,2023-01-27
TEZIUB,2014-10-30
T53550,2007-06-15
TF6007,2011-06-29
TDC34Z,2020-02-01
TDC164,2018-07-01
TFBN21,2024-03-27
T92111,2009-12-18
T53570,2000-04-27
TEZCRS,2013-05-08
TFDRHO,2024-01-09
TFEDL8,2025-01-23
TB5934,2016-10-10
TA2570,2002-10-04
TFDR69,2023-12-14
T07537,2001-06-22
T09168,2015-11-17
TFECWT,2024-11-29
T50368,2010-05-10
TFBLGP,2014-06-30
TEZNRH,2016-01-26
TFDSHT,2024-03-21
TEZNKW,2016-01-08
T76078,2009-11-11
TDCELM,2023-08-16
TFDBJB,2013-05-27
TFDQZ8,2023-12-06
TFALIE,2017-01-12
TEZBZC,2013-02-25
TDCDXI,2021-07-07
TCAC14,2015-03-12
TEZIZI,2012-12-13
T25029,2011-12-26
TB6662,2019-06-21
T05513,1999-10-25
T60696,2010-02-02
T15144,2006-05-18
TFBXL6,2017-06-08
TFCRUR,2020-09-30
TFCDG4,2010-09-03
TFDEF5,2022-07-29
TFEDZG,2025-01-31
T46735,2010-07-30
TB4835,2015-08-05
T77325,2003-03-31
TFCLEK,2019-10-28
T43110,2009-05-27
TFCXUX,2021-07-27
TFCKB6,2019-09-18
TFBWO7,2018-04-17
TB5599,2016-12-10
T51706,2010-08-27
TDCCOS,2024-03-15
TFCPV1,2020-06-09
T16970,2009-10-23
T09869,2011-09-22
TDCDXQ,2024-01-04
TA8471,2010-08-18
T54237,2008-05-13
TFDEY1,2022-08-30
T26272,1997-12-02
TFEEJK,2025-02-25
TDCES4,2023-09-20
TEZLZ9,2016-01-18
TFCWET,2021-05-19
TEVOVX,2010-05-27
TFDFBG,2022-09-03
TDCG6F,2023-05-10
TEZIWX,2014-11-12
TFCS77,2020-10-14
TDCH29,2022-02-09
T43356,2022-02-25
TEWTY2,2013-02-01
TDCDLO,2022-04-11
TFEDD2,2024-12-18
TFCUBV,2014-09-19
TFCPWH,2020-05-29
T41056,2010-04-26
TFAELN,2016-12-12
TB1040,2007-09-05
TEZH55,2014-05-23
TEZIQ6,2014-10-17
TFEDAN,2024-12-13
T16660,2010-04-28
TFDVLH,2024-08-30
TDCEIS,2022-08-16
TFCRVL,2020-09-30
TFCXNV,2021-07-14
TFCSPC,2020-11-17
TDCESO,2022-01-12
TDCCKD,2024-02-05
TA3626,2008-08-06
TC6175,2013-09-18
TEZI79,2014-08-26
TFDNCG,2023-05-19
TFBTMT,2018-02-19
TFBYTL,2018-05-16
TEZAY0,2023-09-04
T35769,2011-06-30
TFDE06,2022-07-22
TFDTYQ,2024-05-17
T16588,2003-06-27
TDCH43,2022-10-27
T58681,1999-04-19
TFDUJD,2024-06-21
T51726,2009-11-26
TFCSO4,2020-11-30
TFCDJG,2018-12-12
T60275,2009-05-25
TFBXHN,2019-10-22
T53815,1994-03-22
TB6566,2023-03-30
TFCPAP,2021-03-18
TFBLTE,1989-06-14
TFBKKF,2017-06-30
TEZDDG,2013-06-26
T15837,2006-12-29
T96535,2010-02-26
TFDIES,2023-01-31
TFEEDH,2025-02-13
TDCH8K,2018-05-13
TAAHZ2,2010-11-26
TEXKCC,2011-12-13
TDCE8S,2021-07-06
TDCCGR,2018-10-01
T96461,2010-02-24
TFBKMR,2017-04-10
TFEEQD,2025-02-28
TA3606,2013-01-18
TFBKTY,2017-07-31
TA2614,2014-01-21
TFEDHR,2024-12-30
TEZLXL,2015-08-18
TCBLYJ,2012-04-10
TDCF2R,2021-08-30
TFDVQ7,2024-09-12
TFDDI5,2023-12-06
TFBKG6,2010-10-20
TFECB7,2024-10-31
TEYVYX,2012-08-31
T12280,2004-08-16
TFBER2,2009-09-05
TDCGCF,2014-04-11
T53615,2011-03-30
TFDSNQ,2024-03-28
T18287,1993-09-20
T53021,2011-03-15
TFDVNV,2025-03-17
T47490,2012-05-29
TFCYLN,2023-07-18
TCAWFB,2016-09-28
TFDE98,2022-07-26
TFDUKY,2021-03-12
T82418,2008-02-25
TB0375,2009-06-05
T06574,2000-08-24
TEZUUE,2016-09-29
TDCDAG,2023-03-30
T15526,2006-09-05
TDCCG5,2019-07-02
TFCXHI,2021-07-02
TEZNRQ,2016-01-12
TDCEPF,2022-03-25
TFDHAN,2022-12-05
TEZBC3,2004-12-01
TDCE8Z,2022-02-09
T32650,2012-05-23
TEZEUQ,2013-10-31
TDCGC5,2020-05-25
TFCYR3,2021-09-03
TFDCMG,2012-01-25
TFED25,2024-12-16
T48259,2003-01-30
TCBANZ,2019-05-31
TFCVPH,2021-04-20
TFDUJ1,2024-06-20
T01846,1996-09-03
TDCEH1,2020-07-15
T06198,2010-03-24
TFBXSO,2017-07-20
TEZESA,2013-10-28
T10121,2003-01-24
TFBKQU,2008-01-15
TFAEAJ,2016-12-07
TFDTMG,2024-04-22
TFECLE,2024-11-14
TDCFUG,2017-02-24
TFDIWB,2023-03-09
TB2985,2012-04-15
TDCGBV,2020-08-24
TDCCD9,2024-02-21
TFDQGO,2023-10-31
TB2743,2012-01-05
T18952,2003-02-17
TFCX62,2021-06-13
TCAATF,2013-06-26
TFDCBH,2022-04-27
T28442,2010-02-04
TFEDS6,2025-01-15
TFBJSN,2016-04-06
TDC0MZ,2019-05-01
TFBKOT,2015-01-10
T34846,2011-02-09
TFDSCV,2024-03-07
T08322,2011-06-30
TFBLB1,2014-12-27
TFCYEA,2021-08-18
TFCTM4,2020-12-22
TEXFEW,2011-10-06
TFBKX2,2015-01-30
T36201,2009-12-22
TFDVE2,2024-08-12
TFCWI4,2021-05-26
TB5773,2016-09-20
TDCFMC,2023-09-01
TEXKLJ,2006-10-27
TDC536,2021-01-11
T01384,2003-10-10
TDCA8C,2016-06-08
TDCGCK,2019-11-06
TFCRF0,2023-06-05
TFCHJ3,2019-05-31
TEYJ00,2024-03-28
TFDGD8,2022-10-20
TFDBCK,2022-03-03
TFDELO,2022-08-11
TEZFES,2013-12-10
TEYTDZ,2012-08-15
T38839,2010-05-31
TFECY4,2024-12-02
TB1719,2009-06-16
TFDVNQ,2024-09-04
TFEDB9,2024-12-16
TCB063,2015-05-04
TDCGSV,2018-04-25
TCAUCX,2017-09-06
TA2609,2012-08-28
TEZGR6,2014-04-22
TFDBQ1,2022-03-29
TFDVK4,2024-08-29
TDCCWB,2021-02-12
TFBLZR,2011-08-10
TDCFIH,2022-03-29
TEZFXT,2015-03-30
TEZEDP,2013-09-23
TFDVHV,2024-08-23
T08451,2002-01-08
TFECTF,2024-11-28
TFDQ17,2023-10-10
TDCDC4,2020-10-29
TFDTSM,2024-05-02
TFCEH0,2019-03-19
TEZGWY,2014-05-06
TCAXU6,2014-04-14
T75330,2010-04-01
TB1029,2008-01-28
TFCZ69,2021-09-24
TFDPM9,2023-09-08
TFEEOE,2025-02-28
TEVVM3,2010-06-30
T07272,1996-07-31
TDCFCJ,2020-01-23
TFDU80,2024-05-28
TEZJR8,2015-02-09
TFDQMY,2023-11-18
TFDBMD,2022-03-24
TEZN32,2015-11-25
TB4183,2014-03-21
TDCF1I,2023-05-16
TFCBTL,2018-10-30
TFDVCC,2024-08-05
TFDAPJ,2022-02-01
T99366,2011-02-11
TA2531,2004-05-01
TCAMQG,2016-06-01
TDCGDD,2019-03-18
T84560,2010-08-09
TFECJ1,2024-11-08
TB2752,2015-02-11
TDCE2L,2021-02-26
T09466,1996-09-25
TFCIB4,2019-07-02
TFDVS5,2024-09-24
T15062,2011-01-31
TDCDSO,2023-08-21
T17085,2007-12-26
TFDMYW,2023-05-09
TDCFE1,2022-07-29
TFDEII,2022-08-04
TB3291,2016-08-02
T62318,2009-08-13
TEZMYJ,2013-07-08
TCAGZU,2015-06-26
T08855,1992-02-21
TB4727,2016-08-28
TFDPNN,2023-09-12
TEZE63,2013-09-10
TDC0TJ,2021-03-15
TB5155,2017-08-14
TFCEBK,2019-01-18
TFDPXB,2023-09-29
TFDROB,2024-01-30
TFBWZZ,2018-04-30
TEZMXD,2012-02-17
TB0791,2012-10-20
TFDAEY,2022-01-14
TEZDR4,2013-08-08
TEZFTH,2014-01-31
TFCRJ4,2020-08-31
TFC668,2018-08-06
TCAFRH,2014-12-17
TFDESX,2022-08-25
TEZLO7,2015-07-15
TDCEAA,2023-11-16
TFCQV8,2020-07-31
T59082,2005-07-25
TDCD0J,2016-05-06
TFCB37,2018-09-28
TFCRGT,2022-02-24
TB5129,2016-01-20
T17997,2004-10-18
TC1348,2011-06-15
TFCRLG,2013-02-13
T12712,2010-11-29
TEZJBZ,2014-12-08
TFDQKY,2023-11-13
TDCCJO,2020-11-20
TFBSMQ,2013-11-01
TDCC5J,2019-02-22
TFECME,2024-11-18
T58645,2010-04-13
TFDUGN,2024-06-14
TFCPYM,2021-09-30
TB0123,1998-01-05
T03314,1997-11-17
T07457,2001-05-31
TFDVFL,2024-08-16
TEZUTA,2016-09-27
TEWLW3,2006-08-07
TFCX36,2021-06-23
TB5398,2016-05-20
TFDOC7,2023-06-30
TFDTJY,2024-04-16
TFCZUK,2021-10-28
T37473,2000-08-16
TFCFE7,2019-02-28
T61799,2011-03-25
TCAOQ8,2016-10-01
T21576,1991-02-01
TFCKB8,2019-09-16
TEZNZY,2016-03-11
TAABOZ,2022-07-01
T06253,2012-06-29
TFDIM4,2023-02-15
TDCDIX,2024-08-05
T75123,2007-06-22
TDCE41,2023-09-19
TFEBQE,2024-10-02
T15644,2009-11-10
TDCC1H,2019-09-10
TAAC29,2010-09-29
T39536,2023-09-28
TEZFFQ,2013-12-13
TB0902,2014-03-05
T57766,2009-11-26
TFBERX,2017-02-22
TFEDCQ,2025-01-14
TFDTLG,2024-04-23
TFECW2,2024-11-29
TB3859,2016-01-12
TDC118,2021-10-22
TFDQAE,2023-10-19
TFDQDP,2023-10-27
TB4951,2016-01-10
TDCGFY,2022-01-26
TFEDDL,2024-12-19
TDCGB1,2015-08-18
TDCCDO,2021-08-03
TFDNMT,2023-05-31
T36761,2012-12-21
TFCY75,2008-07-31
TEXHTW,2011-12-08
TEXKE8,2011-12-22
TFDVFA,2024-09-30
TB3627,2013-04-23
TDCHDH,2024-09-30
TFCMUC,2019-12-20
TB4892,2015-08-18
T11271,2003-12-19
TDCCEO,2015-10-22
TDC1KW,2020-06-01
TB5517,2016-02-05
TFDTWD,2024-05-14
TFCMXL,2019-12-27
TDCFPL,2018-10-31
TFBLCS,2017-08-31
TFDEG5,2022-08-01
T53563,2006-08-17
TFEEDZ,2025-02-13
TAAQR8,2011-03-21
TFEDZU,2025-01-31
TFEBME,2024-09-27
TFEEEA,2025-02-14
TFEEPA,2025-02-28
TFEC42,2024-10-30
TDCFZB,2014-06-09
T09016,2002-05-03
TFDSH1,2024-03-20
TEXCMR,2011-09-27
TDC34K,2018-12-01
TDCG5G,2022-08-18
T06883,2000-11-29
TFBJZI,2017-05-19
TEZHAX,2014-05-30
TDCC2Q,2022-02-09
TEZCV3,2013-05-24
T07650,2001-06-30
TFDGEM,2022-10-25
TDCA0I,2023-12-26
TDCG40,2014-06-09
TFEET3,2025-03-11
TDCEAJ,2020-07-16
T57575,2009-09-30
TDCGZQ,2023-08-09
TFCIE1,2019-07-08
T26902,2000-06-26
T42299,2012-06-25
TFBT97,2018-01-30
TFDGKR,2022-10-31
TFDGZL,2022-11-30
TFDQFU,2023-10-31
TEZLEW,2017-08-10
TEZJBE,2014-12-04
TFBYN7,2010-08-25
TDC9ZM,2017-10-16
TFBU18,2018-03-16
T76189,2010-11-30
TFDB05,2022-02-23
TEZBAC,2012-12-03
T06816,2012-04-10
TEZEI8,2006-05-29
T57058,2015-11-30
T84929,2008-09-08
TDCDL1,2018-12-27
TB4232,2008-10-06
T04404,2010-11-11
TFDITE,2023-03-01
TEZJX7,2015-02-25
T03455,2004-08-26
TFEDIF,2025-01-13
TDCEJ3,2023-07-25
T21416,2006-08-30
T09724,1997-09-25
T38502,2010-07-16
TFCXNE,2021-07-15
TFECPV,2024-11-22
TFCXQQ,2021-07-21
TFDOF6,2023-07-10
T54187,2008-04-15
TB6410,2017-02-10
T76289,2008-09-16
TFCRXC,2020-10-01
TFDQBB,2023-10-23
TDCD3O,2021-05-25
TFDTIP,2024-04-11
TDCCSG,2022-07-15
TFEDQH,2025-01-13
TFBSVB,2018-01-22
TEZMHI,2015-09-29
TFDSXB,2020-09-25
TFCUKX,2022-12-12
T51367,2013-05-16
TFDVEW,2024-08-14
TFDRKC,2024-01-18
TFCHLH,2021-09-30
TFCVYE,2021-07-08
TFCVYN,2024-04-30
T21777,1991-03-18
TEZLOS,2024-05-06
T12315,2004-08-18
T03967,2005-11-30
TDCC8Q,2023-03-29
TFCXZX,2021-08-02
TFCRYN,2020-11-06
TDCCPF,2022-07-11
T11910,2004-06-01
TEZKMD,2015-04-22
TFCWKZ,2021-05-31
T83980,2011-05-03
TDCFEX,2021-12-29
TFDFF6,2022-09-14
TDC9SP,2020-04-09
TFDTRI,2024-04-30
TFECW9,2024-11-29
TEZGOP,2014-04-10
TDCELT,2018-10-01
TDCEPW,2024-05-27
TEZCO4,2013-04-30
TFCQRY,2020-07-31
TFDSHL,2024-03-20
TEZOU0,2016-06-24
TB4733,2015-09-25
T15074,2006-05-23
T74414,2007-09-21
TFBKPC,2017-07-24
TDCH9X,2019-04-08
TB5814,2023-05-11
TEZAXR,2012-11-15
TB5560,2017-03-10
TD0569,2012-11-14
T54374,2011-06-30
TB2234,2012-01-28
TFBRJZ,2017-12-20
TDCE40,2023-07-13
TB5585,2016-02-15
T79264,2012-12-14
TFDEUW,2022-08-26
TFEDGP,2024-12-27
TDCG7Q,2022-12-02
TEWBJ1,2011-02-28
TDCDTD,2022-01-03
TEXSOB,2012-03-30
TDCCU0,2015-06-03
TFDCTV,2022-02-21
T50762,2013-05-14
T36812,2009-11-05
T13830,2005-06-15
TFDJAJ,2023-03-23
TFCT16,2020-11-30
TFBXEA,2017-07-10
TFDOU6,2023-08-04
TDC857,2021-09-28
TFDBJH,2022-03-21
TEZEM1,2013-07-18
TFDOQK,2023-07-31
TFDVQM,2024-09-12
T53335,2000-01-01
TFDEFM,2022-07-29
TDCF8M,2019-12-13
TFDHTZ,2023-11-30
TFDSM6,2024-03-28
T06435,2005-09-29
TFD080,2021-11-10
TEZCT3,2015-07-31
TFBKJR,2017-06-30
TFDEDL,2022-07-29
TDCE7R,2023-03-31
TDCGE2,2021-07-08
TFEEWC,2025-03-19
T07684,2001-11-14
TFDUHZ,2024-06-19
TEZFEU,2013-12-10
TC0486,2011-07-04
TFDSS1,2024-04-08
TDCC5H,2015-12-22
TFCAFR,2018-08-30
TFDFJK,2023-05-30
TDCEEB,2022-06-09
TFEDIO,2024-12-30
TDCF0V,2022-04-29
TFDUSS,2024-07-02
TEZDBB,2013-06-19
TFDUR4,2024-07-04
TEZOOU,2016-05-23
TA3512,2013-01-18
TFECLK,2024-11-14
TFCPRD,2020-05-29
TFCPXC,2020-06-15
TDCC2N,2021-11-05
TFDRUS,2024-02-15
TFCRDM,2020-08-21
TCAISI,2015-07-30
T04305,1998-12-28
TFDJT2,2023-04-25
TDCDIF,2021-09-16
TDCAC2,2023-03-16
TDCCYD,2015-04-13
TFCGN2,2021-08-12
TFEBMS,2024-09-27
TB2014,2010-10-05
TDCC2F,2020-09-28
TFDTS2,2024-04-30
TFDQH4,2023-10-31
TFCQJC,2020-07-14
TFDPWX,2023-09-29
TFEDLT,2025-01-09
TDCGBB,2018-12-19
TFCAQP,2018-09-14
TAAJUS,2010-12-15
T92121,2009-12-09
TFDQDY,2023-10-27
TDCEH6,2022-03-23
TDCFFG,2024-02-21
TDCEOX,2018-04-13
TFDTMX,2024-04-25
T01254,2006-11-30
TDCERW,2022-11-28
TFBJT0,2021-05-28
TEZJH2,2014-12-23
T73768,2010-07-27
TB3109,2012-08-15
TFDCJ4,2022-05-10
TFCZFY,2021-09-30
T03655,1998-05-29
TDCCUF,2020-05-12
TEZMJK,2013-07-30
